Class Index,Title,Description
3,Companies given more time meet new rules on stock options,The Federal Accounting Standards Board has voted to give companies six more months to meet new rules that would require companies to consider employee stock options an expense.
1,"Arab Commentators Examine Terrorism, Islam Link",The violent hostage-taking at a school in Russia last week blamed on Chechen terrorists has sparked condemnation from the Arab media in the Middle East.
4,Oracle buys PeopleSoft for \$10 billion,"Ening a bitter battle, PeopleSoft's board has finally approved a deal worth around \$10 billion Oracle says."
1,African leaders reject foreign intervention in Darfur conflict,"Calling the bloody humanitarian crisis in Darfur an  quot;absolute African issue, quot; Sudan #39;s president and four African counterparts rejected all foreign intervention Monday."
3,"The Phantom Stock Split ""Boost""","If St. Jude Medical's stock went up, it's not because it's worth any more."
2,"Porto Stays Alive, Arsenal and Bremen Progress", LONDON (Reuters) - Defending champion Porto produced a  thrilling fightback to beat Chelsea 2-1 and grab a Champions  League lifeline as Arsenal and Werder Bremen booked their  places in the next round Tuesday.
1,Indian police kill notorious bandit,"BANGALORE, India -- Police have shot dead India's most wanted bandit, Koose Muniswamy Veerappan, accused of chopping up many of the more than 100 people he killed, officials said yesterday."
4,"Q A, Part 1: Cisco's Mike Volpi on IP traffic management","Mike Volpi, routing technology general manager at Cisco, spoke recently about important new application-aware networking technology, service providers and his 10 years at Cisco."
1,Car bomb kills seven in Iraq,"BAGHDAD: A US soldier and seven Iraqi civilians died in a spate of attacks yesterday. Prime Minister Iyad Allawi, meanwhile, travelled to Jordan to try to win support from exiled opposition leaders for the January 30 elections."
3,3 things you must know to be successful,"A dozen years ago I asked a friend of mine if he would share with me a technical indicator he had invented. He responded,  quot;No problem, after I am done with it."
3,Reebok #39;s Third-Quarter Earnings Jump,"Sports and fitness products company Reebok International Ltd. on Thursday said third-quarter sales rose 12 percent, driven by its acquisition of Hockey Co."
2,Dementieva Ends Mauresmo's Title Hopes," NEW YORK (Reuters) - Amelie Mauresmo's grand slam jinx  struck again when she lost 4-6, 6-4, 7-6 to Russian Elena  Dementieva in a dramatic U.S. Open quarter-final Tuesday."
1,IDF kills gunman crawling toward security fence,Early Sunday morning IDF soldiers shot at three Palestinian men who they spotted crawling two hundred meters from the security fence north of the Karni crossing in the Gaza Strip.
4,Fans rush to create mods for  #39;Doom 3 #39;,"Activisions Doom 3 ( www.doom3.com ), the hot computer game that launched earlier this month, wasnt on store shelves for three days before players started "
4,IBM improves on autonomic toolkit,IBM on Friday gave its autonomic computing strategy is boost unwrapping an enhanced version of a toolkit designed to help developers more quickly integrate a number of self-managing functions into their existing applications and services.
2,Woolmer says Pakistan needs a  #39;Match-Winner #39;,LONDON (England): Pakistan coach Bob Woolmer said his side were in desperate need of a match-winner after losing to Australia in their one-day warm-up match at Lords.
2,Stadler partners up,"Junior amateur Aaron Woodard learned one of golf #39;s truisms this weekend at the First Tee Open at Pebble Beach Golf Links.  quot;The better you putt, the lower your score, quot; Woodard said."
2,Woods's 17 pace Raptors victory,"Loren Woods had 17 points and a career-high 14 rebounds, and Vince Carter scored 7 of 12 points in the final three minutes to help the Raptors improve to 2-0 with a 101-89 victory over the Detroit Pistons last night in Toronto. Chris Bosh led a balanced Toronto attack with 18 points. Six Raptors players reached double figures. Richard Hamilton ..."
4,Search engines zero in on video,"Google has officially joined the race to come up with a way to search videos and TV shows. In addition to a search technology for Internet-based video content, Google is also working with TV and cable broadcasters "
1,NKorea head of parliament leaves for China for visit,"PYONGYANG, October 18 (Itar-Tass) - Chairman of the Presidium of the Supreme Peoples Assembly (parliament) of the Peoples Democratic Republic of Korea Kim Yong Nam has begun his visit to China to discuss issues of economic cooperation and Pyongyang "
3,"Santander Aims to Complete Abbey Purchase by November, FT Says","Santander Central Hispano SA aims to complete its 8.3 billion pounds (\$15 billion) purchase of Abbey National Plc by November, the Financial Times said, citing Juan Inciarte, Santander #39;s director for Europe and consumer finance."
4,Parents 'auction' school on eBay,Parents angry at a religious group sponsoring a city academy are auctioning it for 2m on the internet.
1,Serbs Vote for Councils and Belgrade Super-Mayor,Serbs went to the polls in local elections on Sunday in the first test of voter opinion since they chose pro-Western President Boris Tadic in June.
3,Investors Take a Holiday," NEW YORK (Reuters) - Investors may pack up and leave next  week as the Republican National Convention comes to New York  and many on Wall Street take a vacation, draining U.S. markets  of volume and leaving stocks flopping around with little  direction."
3,AT amp;T Agrees to Pay \$100 Million to Settle Lawsuit (Update1),"AT amp;T Corp., the largest US long- distance telephone company, agreed to pay \$100 million to settle a class-action lawsuit that sought damages of \$2."
3,New boss rules Nortel marketing,"Nortel Networks Corp., tarnished by an accounting scandal, has hired a new marketing boss to polish its faded global image. The Brampton-based telecom equipment maker appointed Clent Richardson, 43, as its "
3,U.S. Faults Fannie Mae Accounting," WASHINGTON (Reuters) - A U.S. government review of the  nation's No. 1 mortgage finance company, Fannie Mae &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt;,  charges it with using improper ""cookie jar"" accounting to  smooth earnings and calls into doubt past financial results,  the company's board said on Wednesday."
2,Avery Johnson announces retirement,"Avery Johnson announced his retirement Thursday, officially ending his 16-year playing career and becoming a full-time assistant coach for the Dallas Mavericks."
2,AL Wrap: Martinez Pitches Red Sox to 10th Straight Victory," NEW YORK (Reuters) - Pedro Martinez pitched seven shutout  innings to lead the streaking Boston Red Sox to their 10th  straight victory, a 2-0 win over the Texas Rangers in American  League play at Fenway Park on Friday."
2,Paterno is still searching for answers,both mental and physical -re taking a toll on the Penn State offense. Coach Joe Paterno said on Tuesday that starting quarterback Zack Mills sustained a concussion on 
4,Solar weather whips up Northern Lights show,"For about eight hours, an  quot;extreme geomagnetic storm quot; raged in the upper atmosphere, as high-energy particles emitted by the sun three days ago swept over Earth."
1,S. Africa Churches Urge Referendum on Gay Marriage," JOHANNESBURG (Reuters) - South Africa's leading churches  urged President Thabo Mbeki on Saturday to call a referendum on  gay marriages, saying a recent court ruling in favor of the  unions ignored overwhelming public opposition."
4, #39;Google #39; Your Cluttered Computer,"Online search-engine leader Google is targeting the computer hard drive with software that promises to scour the clutter of documents, e-mails, instant messages and other stored files."
1,DBS warned of further supervisory action after safe deposit box &lt;b&gt;...&lt;/b&gt;,DBS Group Holdings may face  quot;further supervisory action quot; after Hong Kong #39;s de facto central bank ordered it to investigate how 83 of its safe deposit boxes in its Hong Kong branch were destroyed.
1,Powell Appeals to Arafat to Step Aside, NEW YORK (Reuters) - Secretary of State Colin Powell  appealed to Palestinian President Yasser Arafat on Thursday to  step aside for the sake of achieving his lifetime goal of a  Palestinian state.
1,Hezbollah Releases Drone Aircraft Footage (AP),"AP - Hezbollah on Monday released footage of an drone aircraft it had sent into Israeli airspace a day earlier, a flight which the United Nations said violated the U.N.-drawn border between Lebanon and Israel."
3,Cisco to Sell Routers with Fujitsu,"Cisco Systems Inc. (CSCO.O: Quote, Profile, Research) , the largest maker of gear to direct Internet traffic, said on Sunday Japanese computer and electronics provider Fujitsu Ltd."
